Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,process,0.7718
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,method,0.1035
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,methods,0.0255
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,technique,0.0137
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,processes,0.0056
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,steps,0.0051
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,history,0.0051
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,techniques,0.0050
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,science,0.0049
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,procedure,0.0041
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,mechanism,0.0027
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,technology,0.0026
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,methodology,0.0020
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,ways,0.0015
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,purpose,0.0015
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,strategy,0.0015
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,challenges,0.0015
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,way,0.0012
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,difficulty,0.0011
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,effects,0.0011
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,means,0.0010
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,production,0.0010
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,chemistry,0.0009
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,consequences,0.0009
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,secret,0.0008
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,possibility,0.0007
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,challenge,0.0007
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,problem,0.0007
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,development,0.0006
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,formula,0.0006
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,mechanisms,0.0006
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,principles,0.0006
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,origin,0.0005
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,idea,0.0005
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,details,0.0005
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,advantages,0.0005
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,recipe,0.0005
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,difficulties,0.0005
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,concept,0.0005
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,results,0.0005
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,ingredients,0.0005
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,effect,0.0004
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,theory,0.0004
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,evolution,0.0004
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,trick,0.0004
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,use,0.0003
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,benefits,0.0003
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,physics,0.0003
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,system,0.0003
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 4,preparation,0.0003
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,making,0.4763
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,producing,0.1816
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,creating,0.1575
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,manufacturing,0.0731
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,developing,0.0196
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,preparing,0.0063
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,generating,0.0041
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,altering,0.0036
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,using,0.0031
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,trafficking,0.0025
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,modifying,0.0024
Describe the __ of __ the drug cocaine using __ ingredients.,Masked Position 6,building,0.0022
